X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,YY
57960,2314355,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,385725.8333,931323.0346,2286685,4,0,0.0,0.0,0,0,2312927,462585.4,1019753.792,2286685,4,1,0,0,0,20,132,0.43208583,2.592514977,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.14285710000007,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,134388,1,1,48,193,48,48,48.0,0.0,193,193,193.0,0.0,134388.0,0.0,134388,134388,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,7.441140578,7.441140578,48,193,96.33333333,83.71578903,7008.333333,0,0,0,0,0,0,0,0,1,144.5,48.0,193.0,32,0,0,0,0,0,0,1,48,1,193,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,50878413,16,12,1274,6879,521,0,79.625,154.7677291944,2840,0,573.25,904.1527550948,1884385.66666667,3725777.27103553,10046267,48,50878413,3391894.2,4536982.43964874,10099701,423,44009551,4000868.27272727,4931130.939681,10136775,213,0,0,0,0,332,300,0.3144752176,0.2358564132,0,2840,281.1379310345,629.7511256803,396586.480295566,0,0,0,1,0,0,0,0,0,291.1785714286,79.625,573.25,332,0,0,0,0,0,0,16,1274,12,6879,8192,247,15,20,822787.4,1720407.00601291,3900345,53249,9352895.2,1419232.84236456,10046267,6815848,0
53,639,1,1,49,131,49,49,49.0,0.0,131,131,131.0,0.0,639.0,0.0,639,639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1564.945227,1564.945227,49,131,76.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,114.5,49.0,131.0,20,0,0,0,0,0,0,1,49,1,131,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,69521,2,2,88,88,44,44,44.0,0.0,44,44,44.0,0.0,23173.66667,40134.50398,69517,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,28.76828584,28.76828584,44,44,44.0,0.0,0.0,0,0,0,0,0,0,0,0,1,55.0,44.0,44.0,64,0,0,0,0,0,0,2,88,2,88,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
64875,3,2,0,37,0,37,0,18.5,26.162950903899997,0,0,0.0,0.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,114,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,86822,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,86822.0,0.0,86822,86822,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,11.51781806,11.51781806,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,270839,8,8,2420,985,2077,0,302.5,721.0387347999998,821,2,123.125,283.58543060000005,18055.93333,35483.03578,86919,3,270839,38691.28571,47445.01897,93236,3,179553,25650.42857,42675.42891,88318,3,0,0,0,0,172,164,29.53784352,29.53784352,0,2077,200.2941176,522.8258271999998,273346.8456,0,0,0,1,0,0,0,0,1,212.8125,302.5,123.125,172,0,0,0,0,0,0,8,2420,8,985,8192,65535,7,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,38285,2,2,64,280,32,32,32.0,0.0,140,140,140.0,0.0,12761.66667,22102.12303,38283,0,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,64,40,52.23978059,52.23978059,32,140,75.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,94.0,32.0,140.0,64,0,0,0,0,0,0,2,64,2,280,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
0,118713662,128,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,934753.2441,2939280.7610000004,15000000,0,119000000,934753.2441,2939280.7610000004,15000000,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.078224678,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,128,0,0,0,-1,-1,0,0,4035894.714,3727848.594,9989821,503111,12200000.0,3087676.945,15000000,7482817,0
443,23588,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,23588.0,0.0,23588,23588,23588,23588.0,0.0,23588,23588,0,0.0,0.0,0,0,0,0,0,0,40,0,84.78887569999998,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,257,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,238,2,2,68,388,34,34,34.0,0.0,194,194,194.0,0.0,79.33333333,133.9601931,234,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,80,80,8403.361345000001,8403.361345000001,34,194,98.0,87.6356092,7680.0,0,0,0,0,0,0,0,0,1,122.5,34.0,194.0,80,0,0,0,0,0,0,2,68,2,388,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30682,4,4,184,524,46,46,46.0,0.0,131,131,131.0,0.0,4383.142857,11521.82059,30512,1,30516,10172.0,17614.95674,30512,1,51,17.0,26.85144316,48,1,0,0,0,0,80,80,130.36959779999998,130.36959779999998,46,131,83.77777778,44.79893352,2006.944444,0,0,0,0,0,0,0,0,1,94.25,46.0,131.0,80,0,0,0,0,0,0,4,184,4,524,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,81203,2,2,70,178,35,35,35.0,0.0,89,89,89.0,0.0,27067.66667,46876.51173,81196,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,24.62963191,24.62963191,35,89,56.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,70.75,35.0,89.0,40,0,0,0,0,0,0,2,70,2,178,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
9404,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,377,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,112369959,36,29,7426,16202,1578,0,206.2777777778,435.4072386767,1649,0,558.6896551724,590.4963471187999,1755780.609375,3692563.89235078,10005828,1,112369959,3210570.25714286,4547978.28275726,10048021,1,112317104,4011325.14285714,4774596.53569598,10048322,2,1,0,0,0,1152,928,0.3203703225,0.2580760931,0,1649,378.6666666667,546.0213389273999,298139.302564103,0,1,0,0,1,0,0,0,0,384.4923076923,206.2777777778,558.6896551724,1152,0,0,0,0,0,0,36,7426,29,16202,1324,761,7,32,164524.090909091,401953.31921840203,1376421,42183,9744911.72727273,864790.290928742,10005828,7137471,0
443,118078187,15,14,1050,4676,384,0,70.0,105.6902482,1430,0,334.0,521.1037103,4217078.107,15400000.0,59000000,0,118000000,8434156.214,21300000.0,59000000,30,118000000,9076812.231,22100000.0,59000000,0,0,0,0,0,312,292,0.127034471,0.118565506,0,1430,190.8666667,381.8695149,145824.3264,0,0,0,1,0,0,0,0,0,197.4482759,70.0,334.0,312,0,0,0,0,0,0,15,1050,14,4676,8192,180,14,20,223545.5,209160.0646,371444,75647,58800000.0,251807.0887,59000000,58600000,0
53,215,2,2,78,254,39,39,39.0,0.0,127,127,127.0,0.0,71.66666667,118.0691888,208,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,9302.325581,9302.325581,39,127,74.2,48.19958506,2323.2,0,0,0,0,0,0,0,0,1,92.75,39.0,127.0,64,0,0,0,0,0,0,2,78,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
16082,4805999,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,800999.8333,1947741.233,4776788,3,0,0.0,0.0,0,0,4788900,957780.0,2134893.378,4776788,3,1,0,0,0,20,132,0.208073285,1.24843971,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.14285710000007,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,121576,1,1,44,99,44,44,44.0,0.0,99,99,99.0,0.0,121576.0,0.0,121576,121576,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,8.225307627000001,8.225307627000001,44,99,62.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,93.5,44.0,99.0,20,0,0,0,0,0,0,1,44,1,99,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,23578,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,23578.0,0.0,23578,23578,23578,23578.0,0.0,23578,23578,0,0.0,0.0,0,0,0,0,0,0,40,0,84.82483671,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,16195,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1072,51,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,17.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
80,51381,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,51381.0,0.0,51381,51381,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.46244721,19.46244721,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,257,87,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,67519111,20,18,2205,10331,661,0,110.25,214.7049076,1953,2,573.9444444000002,731.1921347,1824840.838,3747234.959,10100000,3,63800000,3357361.789,4789012.248,10200000,201,67400000,3965096.706,4850403.372,10200000,3,0,0,0,0,420,364,0.296212431,0.26659118800000003,0,1953,321.4358974,564.4694666,318625.7787,0,0,0,1,0,0,0,0,0,329.8947368000001,110.25,573.9444444000002,420,0,0,0,0,0,0,20,2205,18,10331,29200,19830,19,20,520355.6667,1000127.331,2561857,111760,10100000.0,40789.81388,10100000,10000000,0
443,209386,12,12,1430,4909,869,0,119.1666667,245.0587437,1418,0,409.0833333,591.1991602,9103.73913,16275.17414,41993,1,209386,19035.09091,26428.44328,67792,33,167123,15193.0,24291.56145,67235,1,0,0,0,0,392,392,57.3104219,57.3104219,0,1418,253.56,459.9163946000001,211523.09,0,0,0,1,0,0,0,0,1,264.125,119.1666667,409.0833333,392,0,0,0,0,0,0,12,1430,12,4909,29200,370,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,69379,2,2,78,338,39,39,39.0,0.0,169,169,169.0,0.0,23126.33333,40050.78817,69373,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,28.82716672,28.82716672,39,169,91.0,71.20393248,5070.0,0,0,0,0,0,0,0,0,1,113.75,39.0,169.0,64,0,0,0,0,0,0,2,78,2,338,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
42718,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.7536231884,14492.7536231884,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,141,383,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,185,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,61.6666666667,95.70963030610001,172,1,1,1.0,0.0,1,1,12,12.0,0.0,12,12,0,0,0,0,64,64,10810.810810810799,10810.810810810799,31,59,42.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,52.75,31.0,59.0,64,0,0,0,0,0,0,2,62,2,118,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,1209901,24,30,846,34654,357,0,35.25,90.65138671,1418,0,1155.133333,539.4832606000001,22828.32075,96613.71684,517031,1,1209901,52604.3913,143026.0029,517031,1,683947,23584.37931,102769.8281,554575,2,0,0,0,0,780,968,19.83633372,24.79541715,0,1418,645.4545455,690.8851761,477322.3266,0,0,0,1,0,0,0,0,1,657.4074074,35.25,1155.133333,780,0,0,0,0,0,0,24,846,30,34654,65535,349,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48825,2,2,60,222,30,30,30.0,0.0,111,111,111.0,0.0,16275.0,28184.796810000003,48820,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,80,80,40.96262161,40.96262161,30,111,62.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,78.0,30.0,111.0,80,0,0,0,0,0,0,2,60,2,222,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115701279,22,24,761,18870,308,0,34.59090909,76.72626612,2920,0,786.25,1016.909053,2571139.5330000003,4346154.077,10000000,3,116000000,5509584.714,4980443.112,10000000,3,110000000,4799744.348,5116853.994,10000000,49,0,0,0,0,452,624,0.19014483,0.207430723,0,2920,417.6808511,815.2271784,664595.3525,0,0,0,1,0,0,0,0,1,426.7608696,34.59090909,786.25,452,0,0,0,0,0,0,22,761,24,18870,8192,980,21,20,31984.58333,29177.0815,124633,23404,9609788.417,1362393.456,10000000,5283626,0
2909,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
39974,98392868,7,6,11595,396,7240,0,1656.428571,2698.609263,378,0,66.0,152.87642069999995,8199405.667,28400000.0,98400000,3,98400000,16400000.0,40200000.0,98400000,49,98400000,19700000.0,44000000.0,98400000,3,0,0,0,0,232,164,0.071143368,0.06098003,0,7240,856.5,2014.828519,4059533.962,0,0,0,0,1,0,0,0,0,922.3846154,1656.428571,66.0,232,0,0,0,0,0,0,7,11595,6,396,235,229,4,32,16973.0,0.0,16973,16973,98400000.0,0.0,98400000,98400000,0
60162,38,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26315.7894736842,26315.7894736842,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,30,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
3324,1,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,48,0,2000000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
55648,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,61,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,241,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,80.33333333,98.79946019,191,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,8298.755187,8298.755187,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6134774,8,6,387,5205,206,0,48.375,76.24759949,2021,0,867.5,883.0519237,471905.6923,1437079.404,5227429,3,6134774,876396.2857,1928510.848,5227429,3,667700,133540.0,252567.5058,581023,50,0,0,0,0,172,132,1.304041518,0.978031139,0,2021,372.8,675.5400168,456354.3143,0,0,0,1,0,0,0,0,0,399.4285714,48.375,867.5,172,0,0,0,0,0,0,8,387,6,5205,8192,119,7,20,907342.0,0.0,907342,907342,5227429.0,0.0,5227429,5227429,0
53,93702,4,2,204,322,51,51,51.0,0.0,161,161,161.0,0.0,18740.4,40563.18452,91278,3,91284,30428.0,52697.64582,91278,3,4,4.0,0.0,4,4,0,0,0,0,80,40,42.68852319,21.3442616,51,161,82.42857143,53.67450401,2880.952381,0,0,0,0,0,0,0,0,0,96.16666667,51.0,161.0,80,0,0,0,0,0,0,4,204,2,322,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
8180,39,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,13.0,18.24828759,34,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,48,40,51282.05128,51282.05128,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,200,2,2,90,158,45,45,45.0,0.0,79,79,79.0,0.0,66.66666667,110.2739014,194,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10000.0,10000.0,45,79,58.6,18.62256696,346.8,0,0,0,0,0,0,0,0,1,73.25,45.0,79.0,40,0,0,0,0,0,0,2,90,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
4825,81,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,40.5,54.44722215,79,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,12345.67901,24691.35802,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,389,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31105,2,2,58,202,29,29,29.0,0.0,101,101,101.0,0.0,10368.3333333333,17953.2839707206,31099,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,64.2983443176,64.2983443176,29,101,57.8,39.4360241404,1555.2,0,0,0,0,0,0,0,0,1,72.25,29.0,101.0,40,0,0,0,0,0,0,2,58,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5429814,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1809938.0,3102772.878,5392648,108,5429814,2714907.0,3786897.639,5392648,37166,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5525051129999999,0.18416837100000005,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
60505,23,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,106,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115882732,23,22,1083,9556,708,0,47.08695652,152.3449773,1418,0,434.3636364,635.0012782000001,2633698.455,4378035.456,10000000,2,116000000,5267396.909,5007459.171,10100000,3,111000000,5267074.3330000015,5138398.568,10100000,2,0,0,0,0,744,712,0.198476508,0.189847095,0,1418,231.2826087,488.0691054,238211.4517,0,0,0,1,0,0,0,0,0,236.4222222,47.08695652,434.3636364,744,0,0,0,0,0,0,23,1083,22,9556,29200,360,4,32,45678.91667,33694.241610000005,152672,35782,9611215.167,1377229.882,10000000,5238221,0
53,68295,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,68295.0,0.0,68295,68295,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14.642360348499999,14.642360348499999,64,117,81.6666666667,30.5995642671,936.3333333333001,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,99610,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,33203.33333,57504.66416,99604,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,20.07830539,20.07830539,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,40,0,0,0,0,0,0,2,90,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,834,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,834.0,0.0,834,834,834,834.0,0.0,834,834,0,0.0,0.0,0,0,0,0,0,0,64,0,2398.0815350000007,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
58839,25,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,40000.0,40000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16384,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23482,1,1,44,124,44,44,44.0,0.0,124,124,124.0,0.0,23482.0,0.0,23482,23482,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.58581041,42.58581041,44,124,70.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,106.0,44.0,124.0,20,0,0,0,0,0,0,1,44,1,124,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,212,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,70.66666667,38.3970485,115,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,9433.962264,9433.962264,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4811,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4811.0,0.0,4811,4811,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,207.85699438790002,207.85699438790002,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,54846,1,1,46,198,46,46,46.0,0.0,198,198,198.0,0.0,54846.0,0.0,54846,54846,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18.2328702184,18.2328702184,46,198,96.6666666667,87.7572409168,7701.333333333299,0,0,0,0,0,0,0,0,1,145.0,46.0,198.0,32,0,0,0,0,0,0,1,46,1,198,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23568,2,2,82,204,41,41,41.0,0.0,102,102,102.0,0.0,7856.0,13605.25909,23566,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,40,84.86082824,84.86082824,41,102,65.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,81.75,41.0,102.0,64,0,0,0,0,0,0,2,82,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48265,1,1,55,137,55,55,55.0,0.0,137,137,137.0,0.0,48265.0,0.0,48265,48265,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.71894748,20.71894748,55,137,82.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,123.5,55.0,137.0,20,0,0,0,0,0,0,1,55,1,137,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
33123,230,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,230.0,0.0,230,230,230,230.0,0.0,230,230,0,0.0,0.0,0,0,0,0,0,0,64,0,8695.652173999999,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4486,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,116195062,38,37,712,42212,330,0,18.7368421053,65.4475999232,2896,0,1140.8648648649,1067.3453612211,1570203.54054054,3609810.16045184,10028738,3,116195062,3140407.08108108,4635867.76661413,10051889,3,110813620,3078156.11111111,4687464.82506179,10051800,47,0,0,0,0,1224,1192,0.3270362728,0.3184300551,0,2896,564.7894736842,931.6589549943,867988.408421052,0,0,0,1,0,0,0,0,0,572.32,18.7368421053,1140.8648648649,1224,0,0,0,0,0,0,38,712,37,42212,29200,1006,4,32,49193.1666666667,90202.9643786554,335626,23062,9633728.41666667,1346973.00255495,10028738,5356596,0
443,30398306,11,14,1312,5816,645,0,119.2727273,234.3775121,1448,0,415.4285714,601.6941102000002,1266596.083,3376927.724,10000000,7,30300000,3025123.8,4832578.071,10100000,211,30400000,2336547.0,4391969.498,10100000,47,0,0,0,0,360,456,0.36186227,0.460551979,0,1448,274.1538462,484.7367692,234969.7354,0,0,0,1,0,0,0,0,1,285.12,119.2727273,415.4285714,360,0,0,0,0,0,0,11,1312,14,5816,29200,672,3,32,71031.33333,83011.76763999999,166885,23007,10000000.0,24683.96006,10000000,9984318,0
53,25745,1,1,52,116,52,52,52.0,0.0,116,116,116.0,0.0,25745.0,0.0,25745,25745,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38.84249369,38.84249369,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110.0,52.0,116.0,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
